protein1,protein2,symbol1,symbol2,coexpression_both_prior_corrected,experiments_both_prior_corrected,textmining_both_prior_corrected,combined_score
9606.ENSP00000260408,9606.ENSP00000294304,ADAM10,LRP5,0.014598540145985384,0.0,0.1413500985667857,167
9606.ENSP00000260408,9606.ENSP00000317272,ADAM10,MET,0.015641293013555768,0.0,0.3151299200483646,332
9606.ENSP00000261023,9606.ENSP00000327290,ITGAV,ITGA11,0.055672564726247376,0.0,0.19335508725308015,236
9606.ENSP00000261023,9606.ENSP00000358501,ITGAV,CD58,0.10954124310494617,0.0,0.21376433785192905,312
9606.ENSP00000261023,9606.ENSP00000308208,ITGAV,MMP14,0.05487446190581291,0.0,0.3201251303441084,378
9606.ENSP00000261023,9606.ENSP00000264012,ITGAV,CDH3,0.012513034410844615,0.049009384775808185,0.20565826629015937,177
9606.ENSP00000261023,9606.ENSP00000269571,ITGAV,ERBB2,0.015641293013555768,0.26173096976016685,0.2387904066736184,461
9606.ENSP00000261023,9606.ENSP00000357005,ITGAV,F11R,0.02187606354812155,0.0,0.14702815432742433,182
9606.ENSP00000261023,9606.ENSP00000275493,ITGAV,EGFR,0.10860613625811555,0.12721584984358714,0.5798804150569599,668
9606.ENSP00000261023,9606.ENSP00000287097,ITGAV,CD109,0.09050964410485807,0.0,0.18334183265719306,255
9606.ENSP00000261023,9606.ENSP00000376197,ITGAV,TFRC,0.030011493115547627,0.0,0.543274244004171,568
9606.ENSP00000261023,9606.ENSP00000309124,ITGAV,OLR1,0.04379562043795615,0.0,0.11839540014418037,188
9606.ENSP00000261023,9606.ENSP00000320084,ITGAV,CD276,0.03858185610010423,0.0,0.17820418166733898,178
9606.ENSP00000261023,9606.ENSP00000296585,ITGAV,ITGA2,0.12902843485947846,0.0,0.6308654848800834,670
9606.ENSP00000261023,9606.ENSP00000265371,ITGAV,NRP1,0.058394160583941646,0.0,0.21681974510727087,273
9606.ENSP00000261023,9606.ENSP00000283249,ITGAV,ITGB6,0.03923208155871438,0.9840107602527398,0.8654316007398217,997
9606.ENSP00000261023,9606.ENSP00000376899,ITGAV,PTGFRN,0.07194994786235664,0.0,0.15934329403347458,233
9606.ENSP00000261023,9606.ENSP00000379350,ITGAV,ITGB1,0.16276839469337734,0.7319450983547555,0.9942327828888495,998
9606.ENSP00000261023,9606.ENSP00000261590,ITGAV,DSG2,0.03232533889468192,0.0,0.355738565872297,393
9606.ENSP00000261023,9606.ENSP00000406229,ITGAV,FAT1,0.09546027372534605,0.0,0.05288681618952651,168
9606.ENSP00000261023,9606.ENSP00000367817,ITGAV,PODXL,0.02294056308654846,0.004171011470281538,0.12095933263816472,176
9606.ENSP00000261023,9606.ENSP00000296474,ITGAV,MST1R,0.015626070343956244,0.031282586027111536,0.09464694823531206,92
9606.ENSP00000261023,9606.ENSP00000261769,ITGAV,CDH1,0.008342022940563076,0.049009384775808185,0.6465296118980386,583
9606.ENSP00000261023,9606.ENSP00000427552,ITGAV,DDR1,0.031169503338657645,0.0,0.15593341604317157,210
9606.ENSP00000261023,9606.ENSP00000442656,ITGAV,ACVR1B,0.042465811515079666,0.026068821689259614,0.0827776152818206,98
9606.ENSP00000261023,9606.ENSP00000347379,ITGAV,OCLN,0.017681130739897855,0.004171011470281538,0.18624392588299643,199
9606.ENSP00000261023,9606.ENSP00000351209,ITGAV,EPHA2,0.04275286757038588,0.2748181162816238,0.4615437309240922,633
9606.ENSP00000261023,9606.ENSP00000284878,ITGAV,CXADR,0.03441084462982269,0.0,0.16226387192950598,216
9606.ENSP00000261023,9606.ENSP00000398632,ITGAV,CD44,0.05044901438651006,0.0,0.8355668976525557,838
9606.ENSP00000261023,9606.ENSP00000267101,ITGAV,ERBB3,0.015641293013555768,0.0,0.13138686131386867,167
9606.ENSP00000261023,9606.ENSP00000358765,ITGAV,TPBG,0.03441084462982269,0.009384775808133461,0.0911087648869554,136
9606.ENSP00000261023,9606.ENSP00000317272,ITGAV,MET,0.056727278262789005,0.2848259342097966,0.19513396492914392,448
9606.ENSP00000261023,9606.ENSP00000263735,ITGAV,EPCAM,0.015641293013555768,0.0,0.556830031282586,581
9606.ENSP00000261023,9606.ENSP00000497069,ITGAV,IGF1R,0.06739402031791464,0.1150322774962188,0.5338970795308373,590
9606.ENSP00000261023,9606.ENSP00000315190,ITGAV,ITGA3,0.027111574556829998,0.0,0.67570385818561,697
9606.ENSP00000261023,9606.ENSP00000280904,ITGAV,DSC2,0.04230271148365572,0.0,0.13318531099370334,144
9606.ENSP00000261023,9606.ENSP00000313875,ITGAV,CD46,0.051497203921794577,0.0,0.16616196268053818,222
9606.ENSP00000261023,9606.ENSP00000351605,ITGAV,FZD6,0.13275798891137247,0.0,0.030239833159541152,133
9606.ENSP00000261023,9606.ENSP00000264832,ITGAV,ICAM1,0.026966959195634077,0.0,0.6631908237747655,679
9606.ENSP00000261023,9606.ENSP00000380227,ITGAV,ITGA4,0.0031282586027111536,0.19290928050052136,0.4744525547445255,594
9606.ENSP00000261023,9606.ENSP00000493716,ITGAV,EFNB2,0.040667361835245,0.0,0.43635891140515026,467
9606.ENSP00000261590,9606.ENSP00000264012,DSG2,CDH3,0.0918024836872785,0.0,0.11991657977059433,206
9606.ENSP00000261590,9606.ENSP00000347672,DSG2,VANGL1,0.04275286757038588,0.01147028154327423,0.03624191431594215,106
9606.ENSP00000261590,9606.ENSP00000269571,DSG2,ERBB2,0.06465067778936395,0.18583291380380806,0.18275141054343846,377
9606.ENSP00000261590,9606.ENSP00000296129,DSG2,CDCP1,0.10357178195482997,0.0,0.1491136600625651,232
9606.ENSP00000261590,9606.ENSP00000360269,DSG2,TACSTD2,0.1026062297688004,0.0,0.03649635036496346,117
9606.ENSP00000261590,9606.ENSP00000296585,DSG2,ITGA2,0.044838373305526646,0.0,0.09314207861204049,147
9606.ENSP00000261590,9606.ENSP00000278742,DSG2,ST14,0.027111574556829998,0.0,0.18143899895724713,236
9606.ENSP00000261590,9606.ENSP00000379350,DSG2,ITGB1,0.019812304483837306,0.021897810218978075,0.14600823546425346,191
9606.ENSP00000261590,9606.ENSP00000323264,DSG2,MARVELD2,0.09203843506607179,0.008342022940563076,0.2442107643846072,304
9606.ENSP00000261590,9606.ENSP00000418754,DSG2,PTK7,0.028154327424400383,0.027111574556829998,0.1326764388956606,186
9606.ENSP00000261590,9606.ENSP00000357005,DSG2,F11R,0.07424422163772004,0.004171011470281538,0.3757128830540154,432
9606.ENSP00000261590,9606.ENSP00000376197,DSG2,TFRC,0.021897810218978075,0.0,0.0677789363920751,125
9606.ENSP00000261590,9606.ENSP00000275493,DSG2,EGFR,0.03962460896767461,0.1555289279652401,0.31273996092123246,434
9606.ENSP00000261590,9606.ENSP00000378577,DSG2,CLDN3,0.11436248003383787,0.0,0.22207374078620734,280
9606.ENSP00000261590,9606.ENSP00000261769,DSG2,CDH1,0.14113915585947734,0.040667361835245,0.45255474452554745,552
9606.ENSP00000261590,9606.ENSP00000347379,DSG2,OCLN,0.10566272435768487,0.07403545359749741,0.4202848596415496,495
9606.ENSP00000261590,9606.ENSP00000351209,DSG2,EPHA2,0.060479666319082415,0.027111574556829998,0.04158942067956162,133
9606.ENSP00000261590,9606.ENSP00000284878,DSG2,CXADR,0.16475495307612098,0.08029197080291972,0.6383202436497003,715
9606.ENSP00000261590,9606.ENSP00000380131,DSG2,CLDN6,0.05579434608304401,0.0,0.1293013555787279,202
9606.ENSP00000261590,9606.ENSP00000406229,DSG2,FAT1,0.08858071439988435,0.05943691345151203,0.02502606882168923,135
9606.ENSP00000261590,9606.ENSP00000480821,DSG2,LSR,0.07090719499478626,0.0,0.07716371220020857,109
9606.ENSP00000261590,9606.ENSP00000263735,DSG2,EPCAM,0.21215073487437486,0.0,0.23485752124921566,397
9606.ENSP00000261590,9606.ENSP00000315190,DSG2,ITGA3,0.03441084462982269,0.0,0.22646874296631103,176
9606.ENSP00000261590,9606.ENSP00000351605,DSG2,FZD6,0.10010427528675703,0.004171011470281538,0.028154327424400383,161
9606.ENSP00000261590,9606.ENSP00000313875,DSG2,CD46,0.015641293013555768,0.008342022940563076,0.7559153663063606,759
9606.ENSP00000261590,9606.ENSP00000264832,DSG2,ICAM1,0.025997057675433033,0.0,0.11157455683003126,150
9606.ENSP00000261590,9606.ENSP00000280904,DSG2,DSC2,0.18722252607154,0.8925964546402503,0.986825866795117,998
9606.ENSP00000261590,9606.ENSP00000398632,DSG2,CD44,0.0010427528675703845,0.0,0.15432742440041713,189
9606.ENSP00000261590,9606.ENSP00000267101,DSG2,ERBB3,0.08768366422705265,0.031282586027111536,0.09710540937564216,160
9606.ENSP00000261590,9606.ENSP00000317272,DSG2,MET,0.04588112617309703,0.027111574556829998,0.08237747653806049,160
9606.ENSP00000261622,9606.ENSP00000398632,SLC7A5,CD44,0.004171011470281538,0.0,0.18665276329509906,223
9606.ENSP00000261622,9606.ENSP00000294304,SLC7A5,LRP5,0.058751893319531345,0.002085505735140769,0.11212692226978704,97
9606.ENSP00000261622,9606.ENSP00000317272,SLC7A5,MET,0.021897810218978075,0.030239833159541152,0.12176504679339895,166
9606.ENSP00000261622,9606.ENSP00000497069,SLC7A5,IGF1R,0.0,0.030239833159541152,0.13825772197098773,163
9606.ENSP00000261622,9606.ENSP00000313875,SLC7A5,CD46,0.0031260839356255232,0.0,0.17742782551776104,202
9606.ENSP00000261622,9606.ENSP00000264832,SLC7A5,ICAM1,0.014598540145985384,0.0,0.10281391047548005,137
9606.ENSP00000261622,9606.ENSP00000261769,SLC7A5,CDH1,0.015641293013555768,0.0,0.1649093544392023,201
9606.ENSP00000261622,9606.ENSP00000347379,SLC7A5,OCLN,0.0,0.09139690827580438,0.19513396492914392,288
9606.ENSP00000261622,9606.ENSP00000351209,SLC7A5,EPHA2,0.04379562043795615,0.030239833159541152,0.14600823546425334,187
9606.ENSP00000261622,9606.ENSP00000275493,SLC7A5,EGFR,0.005209415003680662,0.14598540145985406,0.2387904066736184,377
9606.ENSP00000261622,9606.ENSP00000376197,SLC7A5,TFRC,0.11261730969760164,0.0,0.3512859350144235,440
9606.ENSP00000261622,9606.ENSP00000355968,SLC7A5,SLC30A1,0.018769551616266922,0.0,0.11232807897520991,141
9606.ENSP00000261622,9606.ENSP00000262461,SLC7A5,SLC12A2,0.020834398014094035,0.0,0.13138686131386867,167
9606.ENSP00000261622,9606.ENSP00000379350,SLC7A5,ITGB1,0.0,0.0,0.40957353691116816,426
9606.ENSP00000261622,9606.ENSP00000376899,SLC7A5,PTGFRN,0.0,0.0,0.30865484880083427,337
9606.ENSP00000261622,9606.ENSP00000386766,SLC7A5,SLC39A10,0.0,0.0,0.24827195516706335,175
9606.ENSP00000261622,9606.ENSP00000269571,SLC7A5,ERBB2,0.004171011470281538,0.0,0.23983315954118878,271
9606.ENSP00000261769,9606.ENSP00000347672,CDH1,VANGL1,0.0031282586027111536,0.027111574556829998,0.5527253471584168,568
9606.ENSP00000261769,9606.ENSP00000367202,CDH1,RECK,0.0,0.0,0.35036496350364965,377
9606.ENSP00000261769,9606.ENSP00000264012,CDH1,CDH3,0.22314911366006251,0.26173096976016685,0.8738269030239834,930
9606.ENSP00000261769,9606.ENSP00000296129,CDH1,CDCP1,0.03858185610010423,0.0,0.22627737226277378,286
9606.ENSP00000261769,9606.ENSP00000269571,CDH1,ERBB2,0.10296613717147574,0.07067776761724986,0.9628523368428835,968
9606.ENSP00000261769,9606.ENSP00000358501,CDH1,CD58,0.0,0.0,0.39728884254431707,422
9606.ENSP00000261769,9606.ENSP00000358470,CDH1,VTCN1,0.046923879040667305,0.0,0.15224191866527637,225
9606.ENSP00000261769,9606.ENSP00000327290,CDH1,ITGA11,0.0,0.0,0.16684045881126175,201
9606.ENSP00000261769,9606.ENSP00000360269,CDH1,TACSTD2,0.20939216967622476,0.0,0.3412063530724241,444
9606.ENSP00000261769,9606.ENSP00000308208,CDH1,MMP14,0.0,0.007299270072992692,0.5764835850691707,590
9606.ENSP00000261769,9606.ENSP00000357065,CDH1,IGSF8,0.0,0.0,0.15895837795931422,126
9606.ENSP00000261769,9606.ENSP00000278742,CDH1,ST14,0.17319701070262405,0.0,0.3201251303441084,445
9606.ENSP00000261769,9606.ENSP00000296585,CDH1,ITGA2,0.009384775808133461,0.0,0.6496350364963503,667
9606.ENSP00000261769,9606.ENSP00000386766,CDH1,SLC39A10,0.0,0.004171011470281538,0.18886331238766485,197
9606.ENSP00000261769,9606.ENSP00000283249,CDH1,ITGB6,0.08237747653806049,0.021897810218978075,0.5362565933187704,588
9606.ENSP00000261769,9606.ENSP00000265371,CDH1,NRP1,0.0,0.0,0.2930135557872784,321
9606.ENSP00000261769,9606.ENSP00000379350,CDH1,ITGB1,0.0,0.06167464588264837,0.8401293491982547,812
9606.ENSP00000261769,9606.ENSP00000357005,CDH1,F11R,0.19664970788784375,0.04466874927284559,0.8937164081893614,919
9606.ENSP00000261769,9606.ENSP00000418754,CDH1,PTK7,0.007299270072992692,0.027111574556829998,0.4150156412930136,443
9606.ENSP00000261769,9606.ENSP00000323264,CDH1,MARVELD2,0.1721825285071671,0.08668331736765233,0.4233576642335767,548
9606.ENSP00000261769,9606.ENSP00000339477,CDH1,ICOSLG,0.014598540145985384,0.0,0.10114702815432741,137
9606.ENSP00000261769,9606.ENSP00000378577,CDH1,CLDN3,0.20654118112693431,0.0,0.6136703922338289,680
9606.ENSP00000261769,9606.ENSP00000262738,CDH1,CELSR1,0.034212949925028324,0.0,0.4233576642335767,461
9606.ENSP00000261769,9606.ENSP00000287097,CDH1,CD109,0.009384775808133461,0.0,0.12304483837330549,158
9606.ENSP00000261769,9606.ENSP00000275493,CDH1,EGFR,0.014598540145985384,0.8080747563557364,0.9948406023392894,999
9606.ENSP00000261769,9606.ENSP00000376197,CDH1,TFRC,0.013555787278414999,0.0,0.3691345151199166,403
9606.ENSP00000261769,9606.ENSP00000332118,CDH1,EPHB3,0.017726798748696537,0.027111574556829998,0.516162669447341,544
9606.ENSP00000261769,9606.ENSP00000262461,CDH1,SLC12A2,0.017726798748696537,0.040667361835245,0.19089336411212143,250
9606.ENSP00000261769,9606.ENSP00000320084,CDH1,CD276,0.0031282586027111536,0.0,0.26798748696558916,300
9606.ENSP00000261769,9606.ENSP00000309124,CDH1,OLR1,0.008342022940563076,0.05318039624608972,0.12395928588282235,166
9606.ENSP00000261769,9606.ENSP00000317128,CDH1,PLXND1,0.0,0.0,0.11828123012218361,149
9606.ENSP00000261769,9606.ENSP00000269187,CDH1,SLC39A6,0.013555787278414999,0.004171011470281538,0.3201805843547927,336
9606.ENSP00000261769,9606.ENSP00000442656,CDH1,ACVR1B,0.0010427528675703845,0.027111574556829998,0.28258602711157454,312
9606.ENSP00000261769,9606.ENSP00000383053,CDH1,EPHB2,0.0,0.027111574556829998,0.5985401459854014,615
9606.ENSP00000261769,9606.ENSP00000427552,CDH1,DDR1,0.07194994786235664,0.26173096976016685,0.5922836287799791,732
9606.ENSP00000261769,9606.ENSP00000263636,CDH1,LY75,0.0031282586027111536,0.008342022940563076,0.15104258976753904,187
9606.ENSP00000261769,9606.ENSP00000284878,CDH1,CXADR,0.1501564129301356,0.040667361835245,0.25209501990364047,395
9606.ENSP00000261769,9606.ENSP00000351209,CDH1,EPHA2,0.008342022940563076,0.06667638017964916,0.6830031282586027,710
9606.ENSP00000261769,9606.ENSP00000347379,CDH1,OCLN,0.1960864691126597,0.040667361835245,0.9916840730644647,992
9606.ENSP00000261769,9606.ENSP00000352513,CDH1,MPZL1,0.0,0.040667361835245,0.08269280326548012,122
9606.ENSP00000261769,9606.ENSP00000480821,CDH1,LSR,0.16394488958671538,0.040667361835245,0.08654848800834203,244
9606.ENSP00000261769,9606.ENSP00000380131,CDH1,CLDN6,0.058782338658730615,0.0,0.3327034047675226,382
9606.ENSP00000261769,9606.ENSP00000406229,CDH1,FAT1,0.022818781729751936,0.05943691345151203,0.22188671941684124,151
9606.ENSP00000261769,9606.ENSP00000296474,CDH1,MST1R,0.05943691345151203,0.027111574556829998,0.2977369326973158,363
9606.ENSP00000261769,9606.ENSP00000367817,CDH1,PODXL,0.015641293013555768,0.026068821689259614,0.4273068596611217,453
9606.ENSP00000261769,9606.ENSP00000315190,CDH1,ITGA3,0.0031282586027111536,0.06986444212721588,0.34419217098102495,359
9606.ENSP00000261769,9606.ENSP00000263735,CDH1,EPCAM,0.3932678831029456,0.04171011470281538,0.8309500794297153,901
9606.ENSP00000261769,9606.ENSP00000497069,CDH1,IGF1R,0.015641293013555768,0.027111574556829998,0.7194994786235662,735
9606.ENSP00000261769,9606.ENSP00000270233,CDH1,BCAM,0.05675772360198805,0.004171011470281538,0.11845085415486456,150
9606.ENSP00000261769,9606.ENSP00000380227,CDH1,ITGA4,0.0,0.049009384775808185,0.31070664719614727,321
9606.ENSP00000261769,9606.ENSP00000493716,CDH1,EFNB2,0.008342022940563076,0.0,0.5996307415288562,615
9606.ENSP00000261769,9606.ENSP00000280904,CDH1,DSC2,0.07090719499478626,0.0,0.5286757038581856,580
9606.ENSP00000261769,9606.ENSP00000339912,CDH1,FLRT3,0.017726798748696537,0.0,0.1368746337045128,133
9606.ENSP00000261769,9606.ENSP00000375881,CDH1,ALPP,0.0,0.0,0.16892596454640252,203
9606.ENSP00000261769,9606.ENSP00000264832,CDH1,ICAM1,0.02294056308654846,0.0,0.5557872784150156,574
9606.ENSP00000261769,9606.ENSP00000313875,CDH1,CD46,0.019812304483837306,0.008342022940563076,0.15937591403975948,208
9606.ENSP00000261769,9606.ENSP00000351605,CDH1,FZD6,0.03441084462982269,0.004171011470281538,0.26903023983315955,323
9606.ENSP00000261769,9606.ENSP00000267101,CDH1,ERBB3,0.17078313023754976,0.07067776761724986,0.8060066479572808,848
9606.ENSP00000261769,9606.ENSP00000358765,CDH1,TPBG,0.009384775808133461,0.0,0.13138686131386867,174
9606.ENSP00000261769,9606.ENSP00000398632,CDH1,CD44,0.0,0.0,0.9243650787610053,926
9606.ENSP00000261769,9606.ENSP00000372313,CDH1,MSLN,0.0010427528675703845,0.0,0.5651720542231491,583
9606.ENSP00000261769,9606.ENSP00000317272,CDH1,MET,0.009384775808133461,0.28174660561651266,0.94124484467984,958
9606.ENSP00000261769,9606.ENSP00000294304,CDH1,LRP5,0.012474977736845694,0.0,0.46295726452976627,482
9606.ENSP00000262461,9606.ENSP00000284878,SLC12A2,CXADR,0.008342022940563076,0.08654848800834203,0.021823871538065864,146
9606.ENSP00000262461,9606.ENSP00000347379,SLC12A2,OCLN,0.038216512029714655,0.08412808354201073,0.5160484994253443,578
9606.ENSP00000262461,9606.ENSP00000398632,SLC12A2,CD44,0.0010427528675703845,0.0,0.23552188204388258,159
9606.ENSP00000262461,9606.ENSP00000323264,SLC12A2,MARVELD2,0.018769551616266922,0.0,0.7205422314911366,737
9606.ENSP00000262461,9606.ENSP00000378577,SLC12A2,CLDN3,0.018682564932840817,0.0,0.13772710320208859,173
9606.ENSP00000262461,9606.ENSP00000275493,SLC12A2,EGFR,0.0010427528675703845,0.09280500521376434,0.15432742440041713,265
9606.ENSP00000262461,9606.ENSP00000355968,SLC12A2,SLC30A1,0.0010427528675703845,0.0,0.15323900352404807,125
9606.ENSP00000262461,9606.ENSP00000376899,SLC12A2,PTGFRN,0.015641293013555768,0.0,0.11440597337555092,105
9606.ENSP00000262738,9606.ENSP00000493716,CELSR1,EFNB2,0.018769551616266922,0.0,0.21830721739385717,154
9606.ENSP00000262738,9606.ENSP00000339912,CELSR1,FLRT3,0.0,0.0,0.19347686860987667,183
9606.ENSP00000262738,9606.ENSP00000351605,CELSR1,FZD6,0.03232533889468192,0.07194994786235664,0.9788535372591148,978
9606.ENSP00000262738,9606.ENSP00000296585,CELSR1,ITGA2,0.018769551616266922,0.0,0.3455904819170995,369
9606.ENSP00000262738,9606.ENSP00000270233,CELSR1,BCAM,0.06881407792484562,0.017726798748696537,0.050640385090047424,99
9606.ENSP00000262738,9606.ENSP00000378577,CELSR1,CLDN3,0.030239833159541152,0.0,0.12049939054954928,112
9606.ENSP00000262738,9606.ENSP00000317272,CELSR1,MET,0.09033675807154873,0.0,0.05005213764337846,59
9606.ENSP00000262738,9606.ENSP00000317128,CELSR1,PLXND1,0.07299270072992703,0.0,0.1498856668779719,93
9606.ENSP00000262738,9606.ENSP00000294304,CELSR1,LRP5,0.06673618352450472,0.0,0.17759201288272786,256
9606.ENSP00000262738,9606.ENSP00000418754,CELSR1,PTK7,0.0718738345143588,0.0,0.7537450485548793,762
9606.ENSP00000262738,9606.ENSP00000347672,CELSR1,VANGL1,0.03232533889468192,0.10948905109489049,0.9560293188616488,948
9606.ENSP00000262738,9606.ENSP00000427552,CELSR1,DDR1,0.07171399648356325,0.0,0.07853157779708397,146
9606.ENSP00000262738,9606.ENSP00000296474,CELSR1,MST1R,0.11356220254631777,0.0,0.05005213764337846,84
9606.ENSP00000262738,9606.ENSP00000406229,CELSR1,FAT1,0.0830516233346128,0.0,0.15713165760736603,129
9606.ENSP00000263636,9606.ENSP00000358501,LY75,CD58,0.019812304483837306,0.006256517205422307,0.44897632983610625,476
9606.ENSP00000263636,9606.ENSP00000269571,LY75,ERBB2,0.0,0.0,0.22836287799791455,260
9606.ENSP00000263636,9606.ENSP00000309124,LY75,OLR1,0.007299270072992692,0.0,0.4212721584984359,449
9606.ENSP00000263636,9606.ENSP00000320084,LY75,CD276,0.0,0.0,0.4095691875769969,432
9606.ENSP00000263636,9606.ENSP00000376197,LY75,TFRC,0.014598540145985384,0.0,0.13034410844629818,165
9606.ENSP00000263636,9606.ENSP00000378577,LY75,CLDN3,0.0010427528675703845,0.0,0.2183028680596859,248
9606.ENSP00000263636,9606.ENSP00000339477,LY75,ICOSLG,0.0,0.0,0.27528675703858185,305
9606.ENSP00000263636,9606.ENSP00000379350,LY75,ITGB1,0.04588112617309703,0.0,0.140766200454288,101
9606.ENSP00000263636,9606.ENSP00000283249,LY75,ITGB6,0.0330940837094601,0.0,0.413980499760243,182
9606.ENSP00000263636,9606.ENSP00000265371,LY75,NRP1,0.0,0.005213764337851923,0.2635424674425154,293
9606.ENSP00000263636,9606.ENSP00000296585,LY75,ITGA2,0.006256517205422307,0.0,0.1558420800255741,172
9606.ENSP00000263636,9606.ENSP00000372313,LY75,MSLN,0.0031282586027111536,0.0,0.3806047966631909,407
9606.ENSP00000263636,9606.ENSP00000398632,LY75,CD44,0.015641293013555768,0.0,0.3249398432717432,346
9606.ENSP00000263636,9606.ENSP00000264832,LY75,ICAM1,0.03617667430337257,0.0,0.5845907439644833,605
9606.ENSP00000263636,9606.ENSP00000380227,LY75,ITGA4,0.03232533889468192,0.0,0.15199944328522608,191
9606.ENSP00000263636,9606.ENSP00000263735,LY75,EPCAM,0.015641293013555768,0.0,0.37336315526796804,403
9606.ENSP00000263735,9606.ENSP00000418754,EPCAM,PTK7,0.006256517205422307,0.0,0.286163354467473,318
9606.ENSP00000263735,9606.ENSP00000358765,EPCAM,TPBG,0.012513034410844615,0.0,0.23461939520333686,275
9606.ENSP00000263735,9606.ENSP00000267101,EPCAM,ERBB3,0.13308418897422036,0.0,0.41084462982273207,492
9606.ENSP00000263735,9606.ENSP00000357005,EPCAM,F11R,0.10531803962460895,0.0,0.26903023983315955,372
9606.ENSP00000263735,9606.ENSP00000398632,EPCAM,CD44,0.0,0.0,0.9697601668404587,971
9606.ENSP00000263735,9606.ENSP00000339477,EPCAM,ICOSLG,0.0,0.0,0.14181438998957252,177
9606.ENSP00000263735,9606.ENSP00000323264,EPCAM,MARVELD2,0.13357457640203496,0.0,0.15432742440041713,285
9606.ENSP00000263735,9606.ENSP00000317272,EPCAM,MET,0.02085505735140769,0.0,0.7038581856100103,721
9606.ENSP00000263735,9606.ENSP00000372313,EPCAM,MSLN,0.021897810218978075,0.0,0.5589155370177268,586
9606.ENSP00000263735,9606.ENSP00000378577,EPCAM,CLDN3,0.3169468543984273,0.0,0.5985401459854014,731
9606.ENSP00000263735,9606.ENSP00000294304,EPCAM,LRP5,0.027111574556829998,0.0,0.23020917035363342,281
9606.ENSP00000263735,9606.ENSP00000320084,EPCAM,CD276,0.0,0.0,0.3482794577685089,375
9606.ENSP00000263735,9606.ENSP00000332118,EPCAM,EPHB3,0.004171011470281538,0.0,0.11960234037671758,148
9606.ENSP00000263735,9606.ENSP00000376197,EPCAM,TFRC,0.012513034410844615,0.0,0.3670490093847758,400
9606.ENSP00000263735,9606.ENSP00000287097,EPCAM,CD109,0.014598540145985384,0.0,0.18769116682849818,201
9606.ENSP00000263735,9606.ENSP00000275493,EPCAM,EGFR,0.04588112617309703,0.0,0.9165797705943691,920
9606.ENSP00000263735,9606.ENSP00000278742,EPCAM,ST14,0.24355510225828303,0.0,0.30865484880083427,404
9606.ENSP00000263735,9606.ENSP00000315190,EPCAM,ITGA3,0.0,0.0,0.25443169968717405,284
9606.ENSP00000263735,9606.ENSP00000357065,EPCAM,IGSF8,0.0,0.0,0.12513034410844637,161
9606.ENSP00000263735,9606.ENSP00000270233,EPCAM,BCAM,0.03649635036496346,0.0,0.13219692480327427,154
9606.ENSP00000263735,9606.ENSP00000497069,EPCAM,IGF1R,0.0031282586027111536,0.0,0.37017726798748707,397
9606.ENSP00000263735,9606.ENSP00000296585,EPCAM,ITGA2,0.015641293013555768,0.0,0.3427090480286099,378
9606.ENSP00000263735,9606.ENSP00000380227,EPCAM,ITGA4,0.0,0.0,0.18769551616266944,221
9606.ENSP00000263735,9606.ENSP00000493716,EPCAM,EFNB2,0.03232533889468192,0.0,0.1501564129301356,211
9606.ENSP00000263735,9606.ENSP00000313875,EPCAM,CD46,0.008342022940563076,0.0,0.23817932522255003,217
9606.ENSP00000263735,9606.ENSP00000264832,EPCAM,ICAM1,0.0,0.0,0.4578033035367698,474
9606.ENSP00000263735,9606.ENSP00000376899,EPCAM,PTGFRN,0.0031282586027111536,0.0,0.16684045881126175,203
9606.ENSP00000263735,9606.ENSP00000379350,EPCAM,ITGB1,0.0,0.0,0.7227038505742752,724
9606.ENSP00000263735,9606.ENSP00000265371,EPCAM,NRP1,0.0,0.0,0.1908237747653806,224
9606.ENSP00000263735,9606.ENSP00000375881,EPCAM,ALPP,0.0,0.0,0.1999878218643203,202
9606.ENSP00000263735,9606.ENSP00000283249,EPCAM,ITGB6,0.060479666319082415,0.0,0.27768432750051386,314
9606.ENSP00000263735,9606.ENSP00000280904,EPCAM,DSC2,0.07811404171663872,0.0,0.14598540145985406,230
9606.ENSP00000263735,9606.ENSP00000480821,EPCAM,LSR,0.1972477413363981,0.0,0.08475438766267873,242
9606.ENSP00000263735,9606.ENSP00000358470,EPCAM,VTCN1,0.04588112617309703,0.0,0.20125130344108444,269
9606.ENSP00000263735,9606.ENSP00000358501,EPCAM,CD58,0.0,0.0,0.4369134515119917,459
9606.ENSP00000263735,9606.ENSP00000406229,EPCAM,FAT1,0.03232533889468192,0.0,0.13138686131386867,193
9606.ENSP00000263735,9606.ENSP00000380131,EPCAM,CLDN6,0.08727047748077865,0.0,0.2919708029197081,367
9606.ENSP00000263735,9606.ENSP00000296474,EPCAM,MST1R,0.07090719499478626,0.0,0.13138686131386867,226
9606.ENSP00000263735,9606.ENSP00000339157,EPCAM,CPM,0.0,0.0,0.1293013555787279,165
9606.ENSP00000263735,9606.ENSP00000308208,EPCAM,MMP14,0.0,0.0,0.19395203336809175,226
9606.ENSP00000263735,9606.ENSP00000360269,EPCAM,TACSTD2,0.10114702815432741,0.0,0.06256517205422318,191
9606.ENSP00000263735,9606.ENSP00000367817,EPCAM,PODXL,0.051094890510948954,0.0,0.2179353493222107,288
9606.ENSP00000263735,9606.ENSP00000427552,EPCAM,DDR1,0.10114702815432741,0.0,0.1835245046923879,296
